idtext,text,label,date,age,country
000205,No funcionó como esperaba.,Negativo,08-09-2025,72,Mexico
000206,Atención rápida y eficiente.,Positivo,15-03-2025,27,Mexico
000207,Producto incompleto.,Negativo,26-08-2025,69,Mexico
000208,Buen producto.,Neutral,04-02-2025,45,Mexico
000209,Se rompió en pocos días.,Negativo,17-10-2025,78,Mexico
000210,Cumple lo prometido.,Neutral,28-01-2025,50,Mexico
000211,Muy contento con la compra.,Positivo,06-05-2025,31,Mexico
000212,Calidad muy baja.,Negativo,13-06-2025,83,Mexico
000213,Entrega rápida.,Positivo,21-04-2025,26,Mexico
000214,No vale lo que cuesta.,Negativo,02-08-2025,71,Mexico
000215,Diseño bonito.,Positivo,09-02-2025,39,Mexico
000216,Llegó con retraso.,Negativo,18-09-2025,62,Mexico
000217,Excelente relación calidad-precio.,Positivo,27-03-2025,35,Mexico
000218,Presentó fallas.,Negativo,05-11-2025,74,Mexico
000219,Muy fácil de usar.,Positivo,14-01-2025,23,Mexico
000220,No corresponde a la descripción.,Negativo,22-12-2025,88,Mexico
000221,Entrega antes de lo esperado.,Positivo,01-06-2025,28,Mexico
000222,Experiencia muy mala.,Negativo,10-07-2025,81,Mexico
000223,Todo correcto.,Neutral,29-04-2025,46,Mexico
000224,Excelente material.,Positivo,16-02-2025,41,Mexico
000225,Producto llegó usado.,Negativo,03-03-2025,90,Mexico
000226,Muy satisfecho.,Positivo,11-05-2025,32,Mexico
000227,No recomiendo.,Negativo,24-10-2025,76,Mexico
000228,Funciona bien.,Neutral,07-02-2025,44,Mexico
000229,Atención al cliente lenta.,Negativo,15-09-2025,68,Mexico
000230,Producto conforme.,Neutral,20-01-2025,49,Mexico
000231,Excelente acabado.,Positivo,04-06-2025,36,Mexico
000232,Llegó dañado.,Negativo,19-12-2025,85,Mexico
000233,Muy práctico.,Positivo,08-03-2025,29,Mexico
000234,No cumplió expectativas.,Negativo,27-04-2025,60,Mexico
000235,Buena compra.,Positivo,13-07-2025,34,Mexico
000236,Defecto de fábrica.,Negativo,01-08-2025,79,Mexico
000237,Bonito y funcional.,Positivo,22-01-2025,47,Mexico
000238,No funciona correctamente.,Negativo,06-11-2025,82,Mexico
000239,Entrega rápida y sin daños.,Positivo,18-10-2025,27,Mexico
000240,Muy mala calidad.,Negativo,25-05-2025,67,Mexico
000241,Excelente compra.,Positivo,09-04-2025,30,Mexico
000242,Llegó con piezas faltantes.,Negativo,14-06-2025,73,Mexico
000243,Cumple su función.,Neutral,02-03-2025,45,Mexico
000244,Material resistente.,Positivo,17-02-2025,38,Mexico
000245,Demora excesiva.,Negativo,28-08-2025,64,Mexico
000246,Muy satisfecho con el producto.,Positivo,12-05-2025,31,Mexico
000247,Producto defectuoso.,Negativo,04-10-2025,80,Mexico
000248,Buena calidad.,Positivo,21-03-2025,42,Mexico
000249,No lo recomiendo.,Negativo,16-09-2025,58,Mexico
000250,Entrega sin problemas.,Neutral,30-01-2025,48,Mexico
000251,Excelente producto.,Positivo,07-04-2025,29,Mexico
000252,Problemas desde el inicio.,Negativo,11-11-2025,84,Mexico
000253,Muy útil.,Positivo,19-01-2025,34,Mexico
000254,Calidad inferior.,Negativo,23-07-2025,61,Mexico
000255,Todo llegó bien.,Positivo,05-06-2025,32,Mexico
000256,No cumple lo prometido.,Negativo,14-10-2025,75,Mexico
000257,Buen desempeño.,Neutral,01-07-2025,46,Mexico
000258,Atención excelente.,Positivo,10-04-2025,24,Mexico
000259,Producto frágil.,Negativo,29-08-2025,59,Mexico
000260,Muy buena compra.,Positivo,16-02-2025,30,Mexico
000261,Llegó tarde.,Negativo,06-09-2025,63,Mexico
000262,Funciona según lo esperado.,Positivo,03-03-2025,41,Mexico
000263,Pésima calidad.,Negativo,18-11-2025,86,Mexico
000264,Producto correcto.,Neutral,25-04-2025,47,Mexico
000265,Excelente durabilidad.,Positivo,12-03-2025,35,Mexico
000266,Se rompió rápido.,Negativo,21-07-2025,70,Mexico
000267,Muy conforme.,Positivo,09-05-2025,33,Mexico
000268,No cumplió lo prometido.,Negativo,02-09-2025,68,Mexico
000269,Buen diseño.,Positivo,15-02-2025,43,Mexico
000270,Producto llegó defectuoso.,Negativo,07-12-2025,87,Mexico
000271,Me gustó.,Positivo,28-01-2025,26,Mexico
000272,Muy frágil.,Negativo,11-10-2025,56,Mexico
000273,Entrega rápida.,Neutral,19-03-2025,45,Mexico
000274,Excelente calidad.,Positivo,04-06-2025,34,Mexico
000275,No volvería a comprar.,Negativo,22-09-2025,77,Mexico
000276,Muy buen producto.,Positivo,01-01-2025,29,Mexico
000277,Defecto de fábrica.,Negativo,14-08-2025,81,Mexico
000278,Cumple bien su función.,Neutral,10-04-2025,47,Mexico
000279,Totalmente satisfecho.,Positivo,26-03-2025,28,Mexico
000280,No funciona.,Negativo,05-11-2025,85,Mexico
000281,Producto de excelente calidad.,Positivo,17-05-2025,31,Mexico
000282,Experiencia negativa.,Negativo,09-06-2025,78,Mexico
000283,Buen producto en general.,Neutral,02-02-2025,44,Mexico
000284,Recomiendo.,Positivo,21-04-2025,36,Mexico
000285,Llegó roto.,Negativo,13-10-2025,83,Mexico
000286,Muy satisfecho con el servicio.,Positivo,07-06-2025,27,Mexico
000287,Producto no conforme.,Negativo,28-11-2025,74,Mexico
000288,Excelente compra.,Positivo,03-02-2025,30,Mexico
000289,No funcionó correctamente.,Negativo,16-12-2025,88,Mexico
000290,Todo perfecto.,Positivo,20-05-2025,25,Mexico
000291,Mala calidad del material.,Negativo,08-09-2025,67,Mexico
000292,Muy conforme.,Positivo,18-03-2025,34,Mexico
000293,Llegó con problemas.,Negativo,29-10-2025,79,Mexico
000294,Buen producto y buena entrega.,Positivo,06-04-2025,42,Mexico
000295,No lo recomiendo para nada.,Negativo,12-11-2025,82,Mexico
000296,Producto funcional.,Neutral,24-01-2025,46,Mexico
000297,Excelente experiencia.,Positivo,15-02-2025,29,Mexico
000298,Producto defectuoso.,Negativo,04-12-2025,87,Mexico
000299,Muy buena relación calidad-precio.,Positivo,27-03-2025,35,Mexico
000300,No cumplió con mis expectativas.,Negativo,14-08-2025,68,Mexico
000301,"Excelente producto, lo recomiendo.",Positivo,05-04-2025,31,Mexico
000302,Producto llegó con defectos.,Negativo,18-07-2025,66,Mexico
000303,Entrega dentro de lo esperado.,Neutral,10-06-2025,47,Mexico
000304,Muy buena calidad del producto.,Positivo,22-01-2025,35,Mexico
000305,No funcionó correctamente desde el inicio.,Negativo,09-09-2025,73,Mexico
000306,Atención al cliente excelente.,Positivo,14-03-2025,26,Mexico
000307,Producto incompleto y mal embalado.,Negativo,27-08-2025,70,Mexico
000308,Buen producto por el precio.,Neutral,03-02-2025,45,Mexico
000309,Se rompió rápidamente.,Negativo,16-10-2025,77,Mexico
000310,Cumple lo que promete.,Neutral,29-01-2025,50,Mexico
000311,Muy satisfecho con la compra.,Positivo,07-05-2025,30,Mexico
000312,Calidad pésima.,Negativo,12-06-2025,84,Mexico
000313,Entrega rápida y eficiente.,Positivo,20-04-2025,27,Mexico
000314,No vale el precio pagado.,Negativo,01-08-2025,72,Mexico
000315,Diseño bonito y funcional.,Positivo,10-02-2025,38,Mexico
000316,Llegó con retraso.,Negativo,19-09-2025,62,Mexico
000317,Excelente relación calidad-precio.,Positivo,26-03-2025,36,Mexico
000318,Presentó fallas en poco tiempo.,Negativo,06-11-2025,75,Mexico
000319,Muy fácil de usar.,Positivo,13-01-2025,24,Mexico
000320,No corresponde a la descripción.,Negativo,21-12-2025,89,Mexico
000321,Entrega antes del plazo.,Positivo,02-06-2025,29,Mexico
000322,Experiencia muy negativa.,Negativo,11-07-2025,82,Mexico
000323,Todo correcto hasta ahora.,Neutral,30-04-2025,46,Mexico
000324,Excelente calidad de materiales.,Positivo,15-02-2025,42,Mexico
000325,Producto llegó usado.,Negativo,04-03-2025,91,Mexico
000326,Muy satisfecho con el producto.,Positivo,12-05-2025,32,Mexico
000327,No lo recomiendo.,Negativo,25-10-2025,76,Mexico
000328,Funciona bien.,Neutral,06-02-2025,44,Mexico
000329,Atención al cliente muy lenta.,Negativo,14-09-2025,68,Mexico
000330,Producto conforme a lo anunciado.,Neutral,21-01-2025,49,Mexico
000331,Excelente acabado.,Positivo,03-06-2025,37,Mexico
000332,Llegó dañado.,Negativo,20-12-2025,85,Mexico
000333,Muy práctico y útil.,Positivo,09-03-2025,28,Mexico
000334,No cumplió mis expectativas.,Negativo,26-04-2025,61,Mexico
000335,"Buena compra, lo recomiendo.",Positivo,14-07-2025,34,Mexico
000336,Defecto de fábrica evidente.,Negativo,02-08-2025,79,Mexico
000337,"Bonito, funcional y práctico.",Positivo,23-01-2025,47,Mexico
000338,No funciona correctamente.,Negativo,05-11-2025,83,Mexico
000339,Entrega rápida y producto intacto.,Positivo,17-10-2025,27,Mexico
000340,Muy mala calidad.,Negativo,24-05-2025,66,Mexico
000341,Excelente compra.,Positivo,08-04-2025,30,Mexico
000342,Llegó con piezas faltantes.,Negativo,15-06-2025,73,Mexico
000343,Cumple su función.,Neutral,01-03-2025,45,Mexico
000344,Material resistente y duradero.,Positivo,18-02-2025,39,Mexico
000345,Demora excesiva en la entrega.,Negativo,29-08-2025,64,Mexico
000346,Muy satisfecho con el servicio.,Positivo,11-05-2025,31,Mexico
000347,Producto defectuoso.,Negativo,03-10-2025,81,Mexico
000348,Buena calidad y fácil uso.,Positivo,22-03-2025,42,Mexico
000349,No lo recomiendo en absoluto.,Negativo,17-09-2025,59,Mexico
000350,Entrega sin inconvenientes.,Neutral,31-01-2025,48,Mexico
000351,Excelente producto.,Positivo,06-04-2025,29,Mexico
000352,Problemas desde el primer uso.,Negativo,10-11-2025,85,Mexico
000353,Muy útil y práctico.,Positivo,18-01-2025,34,Mexico
000354,Calidad inferior a lo esperado.,Negativo,24-07-2025,61,Mexico
000355,Todo llegó en perfecto estado.,Positivo,04-06-2025,32,Mexico
000356,No cumple lo prometido.,Negativo,13-10-2025,76,Mexico
000357,Buen desempeño.,Neutral,02-07-2025,46,Mexico
000358,Atención excelente y rápida.,Positivo,09-04-2025,25,Mexico
000359,Producto frágil.,Negativo,28-08-2025,58,Mexico
000360,Muy buena compra.,Positivo,15-02-2025,30,Mexico
000361,Llegó tarde.,Negativo,07-09-2025,63,Mexico
000362,Funciona según lo esperado.,Positivo,04-03-2025,41,Mexico
000363,Pésima calidad.,Negativo,19-11-2025,86,Mexico
000364,Producto correcto.,Neutral,26-04-2025,47,Mexico
000365,Excelente durabilidad.,Positivo,13-03-2025,35,Mexico
000366,Se rompió rápidamente.,Negativo,22-07-2025,71,Mexico
000367,Muy conforme con el producto.,Positivo,10-05-2025,33,Mexico
000368,No cumplió lo prometido.,Negativo,03-09-2025,68,Mexico
000369,Buen diseño y funcionamiento.,Positivo,16-02-2025,43,Mexico
000370,Producto llegó defectuoso.,Negativo,08-12-2025,88,Mexico
000371,Me gustó mucho.,Positivo,27-01-2025,26,Mexico
000372,Muy frágil.,Negativo,12-10-2025,56,Mexico
000373,Entrega rápida.,Neutral,18-03-2025,45,Mexico
000374,Excelente calidad.,Positivo,05-06-2025,34,Mexico
000375,No volvería a comprar.,Negativo,23-09-2025,77,Mexico
000376,Muy buen producto.,Positivo,02-01-2025,29,Mexico
000377,Defecto de fábrica.,Negativo,15-08-2025,81,Mexico
000378,Cumple bien su función.,Neutral,11-04-2025,47,Mexico
000379,Totalmente satisfecho.,Positivo,25-03-2025,28,Mexico
000380,No funciona.,Negativo,06-11-2025,85,Mexico
000381,Producto de excelente calidad.,Positivo,16-05-2025,31,Mexico
000382,Experiencia muy negativa.,Negativo,10-06-2025,78,Mexico
000383,Buen producto en general.,Neutral,03-02-2025,44,Mexico
000384,Lo recomiendo sin dudas.,Positivo,22-04-2025,36,Mexico
000385,Llegó roto.,Negativo,14-10-2025,83,Mexico
000386,Muy satisfecho con la atención.,Positivo,08-06-2025,27,Mexico
000387,Producto no conforme.,Negativo,29-11-2025,74,Mexico
000388,Excelente compra.,Positivo,04-02-2025,30,Mexico
000389,No funcionó correctamente.,Negativo,17-12-2025,88,Mexico
000390,Todo perfecto.,Positivo,19-05-2025,25,Mexico
000391,Mala calidad del material.,Negativo,09-09-2025,67,Mexico
000392,Muy conforme.,Positivo,17-03-2025,34,Mexico
000393,Llegó con problemas.,Negativo,28-10-2025,79,Mexico
000394,Buen producto y buena entrega.,Positivo,07-04-2025,42,Mexico
000395,No lo recomiendo para nada.,Negativo,13-11-2025,82,Mexico
000396,Producto funcional.,Neutral,25-01-2025,46,Mexico
000397,Excelente experiencia.,Positivo,14-02-2025,29,Mexico
000398,Producto defectuoso.,Negativo,05-12-2025,87,Mexico
